Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,96
Base Time Seconds,1636145090
Base Time Fractional,.548263500
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,-0.8363121151924,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1999851465225,Volt DC,.1,T,2W,F,F,11/05/2021,20:44:50,.548263500
2,-0.8355815410614,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1899850666523,Volt DC,.1,T,2W,F,F,11/05/2021,20:44:50,.632052040
3,-0.8369590640068,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1799887865782,Volt DC,.1,T,2W,F,F,11/05/2021,20:44:50,.715845560
4,-0.8351135849953,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1699900180101,Volt DC,.1,T,2W,F,F,11/05/2021,20:44:50,.799620180
5,-0.8365654349327,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1599914729595,Volt DC,.1,T,2W,F,F,11/05/2021,20:44:50,.883403880
6,-0.8361157178879,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1499931067228,Volt DC,.1,T,2W,F,F,11/05/2021,20:44:50,.967202460
7,-0.83519500494,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1399902105331,Volt DC,.1,T,2W,F,F,11/05/2021,20:44:51,.051013080
8,-0.8365346193314,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1299928277731,Volt DC,.1,T,2W,F,F,11/05/2021,20:44:51,.134810400
9,-0.8350067734718,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1199955716729,Volt DC,.1,T,2W,F,F,11/05/2021,20:44:51,.218605180
10,-0.8355622291565,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1099952012300,Volt DC,.1,T,2W,F,F,11/05/2021,20:44:51,.302385000
11,-0.8355333209038,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0999983698130,Volt DC,.1,T,2W,F,F,11/05/2021,20:44:51,.386183460
12,-0.8345559239388,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0899977311492,Volt DC,.1,T,2W,F,F,11/05/2021,20:44:51,.469955000
13,-0.8353599309921,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0799993425608,Volt DC,.1,T,2W,F,F,11/05/2021,20:44:51,.553755260
14,-0.8350479602814,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0700004249811,Volt DC,.1,T,2W,F,F,11/05/2021,20:44:51,.637556760
