Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,96
Base Time Seconds,1636144955
Base Time Fractional,.360197620
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,-0.8364951014519,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1999844014645,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:35,.360197620
2,-0.8359300494194,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1899871826172,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:35,.443995340
3,-0.8369327187538,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1799887865782,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:35,.527779320
4,-0.8359366059303,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1699910908937,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:35,.611582740
5,-0.8362862467766,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1599912643433,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:35,.695351920
6,-0.8361423015594,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1499941647053,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:35,.779123280
7,-0.8354655504227,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1399918794632,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:35,.862896200
8,-0.8359005451202,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1299929022789,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:35,.946680480
9,-0.8356580138206,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1199954971671,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:36,.030490620
10,-0.8351308703423,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1099960952997,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:36,.114261720
11,-0.8353831171989,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0999980717897,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:36,.198061920
12,-0.8350337147713,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0899981707335,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:36,.281842260
13,-0.8353332877159,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0799996629357,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:36,.365635400
14,-0.8356701135635,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0700000077486,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:36,.449434160
15,-0.8345853686333,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0600003451109,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:36,.533215740
16,-0.8354371786118,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0499973595142,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:36,.616993880
17,-0.8346634507179,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0399998649955,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:36,.700789200
18,-0.8349095582962,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0299980174750,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:36,.784583680
19,-0.8348820209503,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0200005229563,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:36,.868377120
20,-0.8338676691055,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0099988095462,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:36,.952151460
21,-0.8348685503006,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000013140052,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:37,.035930400
22,-0.83411693573,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0100001860410,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:37,.120013540
23,-0.8339523077011,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0199989397079,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:37,.203806360
24,-0.8339976072311,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0299982596189,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:37,.287608860
25,-0.8333476185799,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0399952083826,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:37,.371405360
26,-0.8336235284805,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0499959960580,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:37,.455201480
27,-0.8334330320358,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0599947646260,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:37,.538991360
28,-0.8324209451675,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0699911564589,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:37,.622787460
29,-0.8327088356018,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0799932256341,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:37,.706552880
30,-0.8319650292397,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0899912714958,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:37,.790344820
31,-0.8318514823914,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0999889448285,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:37,.874130160
32,-0.8315066695213,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.1099882274866,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:37,.957905220
33,-0.8303083777428,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.1199885159731,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:38,.041698080
34,-0.830791592598,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.1299895197153,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:38,.125467900
35,-0.8293192386627,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.1399865299463,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:38,.209253600
36,-0.828498005867,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.1499871760607,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:38,.293039520
37,-0.8280423283577,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.1599861532450,Volt DC,.1,T,2W,F,F,11/05/2021,20:42:38,.376837620
