Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,131
Base Time Seconds,1636143705
Base Time Fractional,.752791680
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,-0.5172370672226,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999854564667,Volt DC,1,T,2W,F,F,11/05/2021,20:21:45,.752791680
2,-0.5138794183731,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.9499816298485,Volt DC,1,T,2W,F,F,11/05/2021,20:21:45,.836568680
3,-0.5135227441788,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.8999846577644,Volt DC,1,T,2W,F,F,11/05/2021,20:21:45,.920357840
4,-0.512186050415,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.8499842882156,Volt DC,1,T,2W,F,F,11/05/2021,20:21:46,.004148980
5,-0.5091465711594,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.7999858260155,Volt DC,1,T,2W,F,F,11/05/2021,20:21:46,.087947420
6,-0.5095836520195,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.7499935030937,Volt DC,1,T,2W,F,F,11/05/2021,20:21:46,.171732220
7,-0.5065541863441,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.6999936103821,Volt DC,1,T,2W,F,F,11/05/2021,20:21:46,.255501780
8,-0.5056566596031,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.6499988436699,Volt DC,1,T,2W,F,F,11/05/2021,20:21:46,.339276900
9,-0.5044396519661,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.6000050902367,Volt DC,1,T,2W,F,F,11/05/2021,20:21:46,.423079280
10,-0.5018827319145,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.5500010848045,Volt DC,1,T,2W,F,F,11/05/2021,20:21:46,.506857300
11,-0.5014599561691,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.5000077486038,Volt DC,1,T,2W,F,F,11/05/2021,20:21:46,.590641680
12,-0.4986283183098,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.4500027596951,Volt DC,1,T,2W,F,F,11/05/2021,20:21:46,.674425400
13,-0.4968546032906,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.4000052511692,Volt DC,1,T,2W,F,F,11/05/2021,20:21:46,.758205400
14,-0.4952856898308,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.3500115573406,Volt DC,1,T,2W,F,F,11/05/2021,20:21:46,.842000600
15,-0.4923828542233,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.3000068366528,Volt DC,1,T,2W,F,F,11/05/2021,20:21:46,.925783500
16,-0.4919696748257,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.2500035166740,Volt DC,1,T,2W,F,F,11/05/2021,20:21:47,.009547740
17,-0.4891274869442,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1999857425690,Volt DC,.1,T,2W,F,F,11/05/2021,20:21:47,.096602880
18,-0.4888297021389,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1499946415424,Volt DC,.1,T,2W,F,F,11/05/2021,20:21:47,.180411300
19,-0.4865393936634,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0999992191792,Volt DC,.1,T,2W,F,F,11/05/2021,20:21:47,.264196760
20,-0.4845481216908,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0499982871115,Volt DC,.1,T,2W,F,F,11/05/2021,20:21:47,.347980760
21,-0.4831299483776,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000013137069,Volt DC,.1,T,2W,F,F,11/05/2021,20:21:47,.431782160
22,-0.4809947013855,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0499951913953,Volt DC,.1,T,2W,F,F,11/05/2021,20:21:47,.515887260
23,-0.4796267747879,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0999878421426,Volt DC,.1,T,2W,F,F,11/05/2021,20:21:47,.599652920
24,-0.4772827029228,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.1499854028225,Volt DC,.1,T,2W,F,F,11/05/2021,20:21:47,.683397920
25,-0.4755558669567,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.1999881863594,Volt DC,.1,T,2W,F,F,11/05/2021,20:21:47,.767186000
26,-0.4738298356533,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2499907016754,Volt DC,1,T,2W,F,F,11/05/2021,20:21:47,.853451940
27,-0.4718793928623,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2999903559685,Volt DC,1,T,2W,F,F,11/05/2021,20:21:47,.937241540
28,-0.4704383611679,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.3499949872494,Volt DC,1,T,2W,F,F,11/05/2021,20:21:48,.021018660
