Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,131
Base Time Seconds,1636143828
Base Time Fractional,.506976720
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,-0.5156564712524,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999871253967,Volt DC,1,T,2W,F,F,11/05/2021,20:23:48,.506976720
2,-0.5138002038002,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.9499815106392,Volt DC,1,T,2W,F,F,11/05/2021,20:23:48,.590769040
3,-0.5122342705727,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.8999856710434,Volt DC,1,T,2W,F,F,11/05/2021,20:23:48,.674571240
4,-0.5086482167244,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.8499837517738,Volt DC,1,T,2W,F,F,11/05/2021,20:23:48,.758366480
5,-0.5051265358925,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.7999880909920,Volt DC,1,T,2W,F,F,11/05/2021,20:23:48,.842163940
6,-0.5029220581055,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.7499935030937,Volt DC,1,T,2W,F,F,11/05/2021,20:23:48,.925958140
7,-0.4978319406509,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.6999934315681,Volt DC,1,T,2W,F,F,11/05/2021,20:23:49,.009719660
8,-0.4967732727528,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.6499997377396,Volt DC,1,T,2W,F,F,11/05/2021,20:23:49,.093503380
9,-0.4949692189693,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.6000053286552,Volt DC,1,T,2W,F,F,11/05/2021,20:23:49,.177286540
10,-0.4932260215282,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.5500020384789,Volt DC,1,T,2W,F,F,11/05/2021,20:23:49,.261077240
11,-0.4927784502506,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.5000074505806,Volt DC,1,T,2W,F,F,11/05/2021,20:23:49,.344872820
12,-0.4907234013081,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.4500029087067,Volt DC,1,T,2W,F,F,11/05/2021,20:23:49,.428657380
