Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,131
Base Time Seconds,1636143884
Base Time Fractional,.815059140
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,-0.5154882669449,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.9999854564667,Volt DC,1,T,2W,F,F,11/05/2021,20:24:44,.815059140
2,-0.5112493038177,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.9499810934067,Volt DC,1,T,2W,F,F,11/05/2021,20:24:44,.898842600
3,-0.5074157714844,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.8999850153923,Volt DC,1,T,2W,F,F,11/05/2021,20:24:44,.982626560
4,-0.5025452375412,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.8499839305878,Volt DC,1,T,2W,F,F,11/05/2021,20:24:45,.066401480
5,-0.5025364160538,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.7999866604805,Volt DC,1,T,2W,F,F,11/05/2021,20:24:45,.150192660
6,-0.5013297200203,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.7499943375587,Volt DC,1,T,2W,F,F,11/05/2021,20:24:45,.233980840
7,-0.4989500641823,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.6999934315681,Volt DC,1,T,2W,F,F,11/05/2021,20:24:45,.317750700
8,-0.5001212954521,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.6499987244606,Volt DC,1,T,2W,F,F,11/05/2021,20:24:45,.401529600
9,-0.4963884949684,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.6000051498413,Volt DC,1,T,2W,F,F,11/05/2021,20:24:45,.485304460
10,-0.4948993623257,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.5500022768974,Volt DC,1,T,2W,F,F,11/05/2021,20:24:45,.569081200
11,-0.494430989027,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.5000081658363,Volt DC,1,T,2W,F,F,11/05/2021,20:24:45,.652872980
12,-0.4916764199734,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.4500029087067,Volt DC,1,T,2W,F,F,11/05/2021,20:24:45,.736646280
13,-0.4905417561531,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.4000039100647,Volt DC,1,T,2W,F,F,11/05/2021,20:24:45,.820421240
14,-0.4899549484253,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.3500128686428,Volt DC,1,T,2W,F,F,11/05/2021,20:24:45,.904212380
15,-0.4872953593731,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.3000060319901,Volt DC,1,T,2W,F,F,11/05/2021,20:24:45,.987994760
16,-0.4867011904716,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.2500036358833,Volt DC,1,T,2W,F,F,11/05/2021,20:24:46,.071764820
17,-0.4842232465744,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1999862343073,Volt DC,.1,T,2W,F,F,11/05/2021,20:24:46,.158793200
18,-0.4839507043362,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1499909460545,Volt DC,.1,T,2W,F,F,11/05/2021,20:24:46,.242580560
19,-0.4816875457764,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0999994799495,Volt DC,.1,T,2W,F,F,11/05/2021,20:24:46,.326361280
20,-0.4799047112465,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0499989241362,Volt DC,.1,T,2W,F,F,11/05/2021,20:24:46,.410151900
21,-0.4798465669155,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000000596701,Volt DC,.1,T,2W,F,F,11/05/2021,20:24:46,.493942100
22,-0.4772610366344,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0499938018620,Volt DC,.1,T,2W,F,F,11/05/2021,20:24:46,.578043320
23,-0.4763043522835,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0999883338809,Volt DC,.1,T,2W,F,F,11/05/2021,20:24:46,.661821680
24,-0.4755677878857,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.1499847918749,Volt DC,.1,T,2W,F,F,11/05/2021,20:24:46,.745586680
25,-0.4733063578606,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.1999867409468,Volt DC,.1,T,2W,F,F,11/05/2021,20:24:46,.829361780
26,-0.4727763831615,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2499898225069,Volt DC,1,T,2W,F,F,11/05/2021,20:24:46,.915634680
