Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,96
Base Time Seconds,1636144889
Base Time Fractional,.764365580
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,-0.8364806175232,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1999856680632,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:29,.764365580
2,-0.8374895453453,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1899875849485,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:29,.848159400
3,-0.8359650373459,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1799901425838,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:29,.931954000
4,-0.8372120261192,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1699911952019,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:30,.015746060
5,-0.837716460228,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1599939018488,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:30,.099523420
6,-0.8364089131355,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1499936878681,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:30,.183317520
7,-0.8376231193542,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1399926990271,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:30,.267090200
8,-0.8364987969398,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1299948543310,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:30,.350871820
9,-0.836189031601,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1199951618910,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:30,.434661160
10,-0.8369197249413,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1099970787764,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:30,.518441180
11,-0.8352611064911,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0999962836504,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:30,.602228180
12,-0.8361635804176,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0899989455938,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:30,.686007220
13,-0.8359048366547,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0800014212728,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:30,.769794140
14,-0.8348955512047,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0700003951788,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:30,.853594180
15,-0.8360117077827,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0600024126470,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:30,.937360940
16,-0.8345834612846,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0499987602234,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:31,.021159980
17,-0.8355340957642,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0399997606874,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:31,.104936860
18,-0.835059940815,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0299990586936,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:31,.188726180
19,-0.8345289826393,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0200002994388,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:31,.272506860
20,-0.8351855278015,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0099992705509,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:31,.356289400
21,-0.8343766927719,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000007438794,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:31,.440070340
22,-0.8345635533333,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0100006442517,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:31,.524153820
23,-0.8347187638283,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0199987236410,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:31,.607937060
24,-0.8332215547562,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0299979466945,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:31,.691711320
25,-0.8344882726669,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0399949848652,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:31,.775498560
26,-0.8337530493736,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0499954372644,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:31,.859298000
27,-0.8331649303436,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0599939785898,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:31,.943078540
28,-0.8340299725533,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0699904933572,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:32,.026857340
29,-0.8322833776474,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0799926221371,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:32,.110630620
30,-0.832704603672,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0899910405278,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:32,.194417500
31,-0.832440495491,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0999866351485,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:32,.278207660
32,-0.8309926390648,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.1099888086319,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:32,.361991700
33,-0.8316049575806,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.1199874728918,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:32,.445771580
34,-0.8300985097885,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.1299773007631,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:32,.529572820
35,-0.8304063081741,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.1399852633476,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:32,.613369680
36,-0.8298044800758,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.1499855518341,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:32,.697158460
37,-0.8276501297951,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.1599880158901,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:32,.780927920
38,-0.8279619216919,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.1699846833944,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:32,.864699500
39,-0.8259973526001,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.1799862384796,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:32,.948458420
40,-0.8242461681366,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.1899865120649,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:33,.032235440
41,-0.8231278061867,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.1999874711037,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:33,.116027160
42,-0.8200407624245,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2099858820438,Volt DC,.1,T,2W,F,F,11/05/2021,20:41:33,.199797080
43,-0.8183752298355,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2199876159430,Volt DC,1,T,2W,F,F,11/05/2021,20:41:33,.286071840
44,-0.8144661188126,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2300234287977,Volt DC,1,T,2W,F,F,11/05/2021,20:41:33,.369873120
45,-0.8123714327812,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2400060743093,Volt DC,1,T,2W,F,F,11/05/2021,20:41:33,.453652240
46,-0.8078274726868,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2499932050705,Volt DC,1,T,2W,F,F,11/05/2021,20:41:33,.537434620
47,-0.802620112896,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2599875032902,Volt DC,1,T,2W,F,F,11/05/2021,20:41:33,.621229260
48,-0.7982748746872,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2699822187424,Volt DC,1,T,2W,F,F,11/05/2021,20:41:33,.705012220
49,-0.7903382182121,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2800087034702,Volt DC,1,T,2W,F,F,11/05/2021,20:41:33,.788791280
50,-0.7836462855339,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2900049984455,Volt DC,1,T,2W,F,F,11/05/2021,20:41:33,.872568200
51,-0.7745431065559,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2999905049801,Volt DC,1,T,2W,F,F,11/05/2021,20:41:33,.956347440
