Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,96
Base Time Seconds,1636144758
Base Time Fractional,.571835140
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,-0.8388900756836,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1999852508307,Volt DC,.1,T,2W,F,F,11/05/2021,20:39:18,.571835140
2,-0.838199198246,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1899875849485,Volt DC,.1,T,2W,F,F,11/05/2021,20:39:18,.655620220
3,-0.8381033539772,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1799885183573,Volt DC,.1,T,2W,F,F,11/05/2021,20:39:18,.739391440
4,-0.8390026688576,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1699912697077,Volt DC,.1,T,2W,F,F,11/05/2021,20:39:18,.823178880
5,-0.8374024033546,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1599919050932,Volt DC,.1,T,2W,F,F,11/05/2021,20:39:18,.906959500
6,-0.8388278484344,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1499939262867,Volt DC,.1,T,2W,F,F,11/05/2021,20:39:18,.990739680
7,-0.8383357524872,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1399921327829,Volt DC,.1,T,2W,F,F,11/05/2021,20:39:19,.074495440
8,-0.8375621438026,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1299927532673,Volt DC,.1,T,2W,F,F,11/05/2021,20:39:19,.158286100
9,-0.8389730453491,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1199954450130,Volt DC,.1,T,2W,F,F,11/05/2021,20:39:19,.242071960
10,-0.8369138240814,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.1099954321980,Volt DC,.1,T,2W,F,F,11/05/2021,20:39:19,.325848360
11,-0.8384981155396,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0999974980950,Volt DC,.1,T,2W,F,F,11/05/2021,20:39:19,.409627520
12,-0.8378607034683,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0899986997247,Volt DC,.1,T,2W,F,F,11/05/2021,20:39:19,.493414200
13,-0.8370656371117,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0799994915724,Volt DC,.1,T,2W,F,F,11/05/2021,20:39:19,.577194060
14,-0.8381095528603,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0699998885393,Volt DC,.1,T,2W,F,F,11/05/2021,20:39:19,.660985160
15,-0.8365703821182,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0600021630526,Volt DC,.1,T,2W,F,F,11/05/2021,20:39:19,.744761040
16,-0.8374798893929,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0499971732497,Volt DC,.1,T,2W,F,F,11/05/2021,20:39:19,.828532180
17,-0.8375935554504,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0399995483458,Volt DC,.1,T,2W,F,F,11/05/2021,20:39:19,.912320360
18,-0.836035490036,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0299978218973,Volt DC,.1,T,2W,F,F,11/05/2021,20:39:19,.996106400
19,-0.8372220396996,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0199996195734,Volt DC,.1,T,2W,F,F,11/05/2021,20:39:20,.079902200
20,-0.8364966511726,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,-0.0099991559982,Volt DC,.1,T,2W,F,F,11/05/2021,20:39:20,.163679180
21,-0.8357567191124,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0000026821581,Volt DC,.1,T,2W,F,F,11/05/2021,20:39:20,.247467980
22,-0.8367878198624,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0100006470457,Volt DC,.1,T,2W,F,F,11/05/2021,20:39:20,.331566000
23,-0.8351697921753,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0199998654425,Volt DC,.1,T,2W,F,F,11/05/2021,20:39:20,.415351500
24,-0.8361731767654,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0299988612533,Volt DC,.1,T,2W,F,F,11/05/2021,20:39:20,.499140580
25,-0.8355794548988,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0399952195585,Volt DC,.1,T,2W,F,F,11/05/2021,20:39:20,.582911500
